Entry,Name,Species,Instance,Nature,Item,Move 1,Move 2,Move 3,Move 4,Move 1 Class,Move 2 Class,Move 3 Class,Move 4 Class,Possible Ability,Lv 100 speed,Lv 50 Speed,Attack,Defense,Support,Attack_50,Defense_50,Support_50,CONTAINS_ATK,ATK_COUNT,CONTAINS_DEF,DEF_COUNT,CONTAINS_SPT,SPT_COUNT,ALL3,NumClasses,R_ATK,R_DEF,NOMOVE,R_ATK_50,R_DEF_50,NOMOVE_50,AI_ATK,AI_DEF,AI_SPT,AI_ATK_50,AI_DEF_50,AI_SPT_50
288,Croconaw 2,Croconaw,2,Adamant,Focus Band,Mega Kick,Aerial Ace,Rock Slide,Dig,Mega Kick ATK,Aerial Ace ATK,Rock Slide ATK,Dig ATK,Torrent,152,78,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
289,Togetic 2,Togetic,2,Relaxed,Scope Lens,Return,Sweet Kiss,Aerial Ace,Yawn,Return ATK,Sweet Kiss SPT,Aerial Ace ATK,Yawn SPT,Hustle / Serene Grace,104,54,0.25,0.15,0.6,0.75,0.15,0.1,1,2,0,0,1,2,0,2,0.075,0,0.075,0.075,0,0.075,0.25,0,0.6,0.75,0,0.1
290,Murkrow 2,Murkrow,2,Quirky,BrightPowder,Perish Song,Mean Look,Double Team,Thunder Wave,Perish Song DEF,Mean Look SPT,Double Team DEF,Thunder Wave SPT,Insomnia,218,111,0.56,0.22,0.22,0.56,0.22,0.22,0,0,1,2,1,2,0,2,0,0.28,0.28,0,0.28,0.28,0,0.22,0.22,0,0.22,0.22
291,Wobbuffet 2,Wobbuffet,2,Careful,Focus Band,Counter,Mirror Coat,Encore,Destiny Bond,Counter SPT,Mirror Coat SPT,Encore SPT,Destiny Bond DEF,Shadow Tag,102,53,0.42,0.5,0.08,0.42,0.05,0.53,0,0,1,1,1,3,0,2,0,0.21,0.21,0,0.21,0.21,0,0.5,0.08,0,0.05,0.53
292,Plusle 2,Plusle,2,Docile,Petaya Berry,Thunderbolt,Thunder Wave,Seismic Toss,Wish,Thunderbolt ATK,Thunder Wave SPT,Seismic Toss ATK,Wish DEF,Plus,289,147,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
293,Minun 2,Minun,2,Docile,Salac Berry,Thunderbolt,Attract,Charm,Wish,Thunderbolt ATK,Attract SPT,Charm SPT,Wish DEF,Minus,289,147,0.56,0.22,0.22,0.56,0.22,0.22,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
294,Grovyle 2,Grovyle,2,Docile,Lum Berry,Giga Drain,Crush Claw,Screech,Rock Tomb,Giga Drain ATK,Crush Claw ATK,Screech SPT,Rock Tomb ATK,Overgrow,289,147,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
295,Combusken 2,Combusken,2,Docile,Scope Lens,Flamethrower,Sky Uppercut,Slash,Sand-Attack,Flamethrower ATK,Sky Uppercut ATK,Slash ATK,Sand-Attack SPT,Blaze,188,96,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
296,Marshtomp 2,Marshtomp,2,Docile,Focus Band,Muddy Water,Earthquake,Mud-Slap,Protect,Muddy Water ATK,Earthquake ATK,Mud-Slap ATK,Protect DEF,Torrent,136,70,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
297,Ponyta 2,Ponyta,2,Quirky,Sitrus Berry,Flamethrower,Body Slam,Double Kick,Double Team,Flamethrower ATK,Body Slam ATK,Double Kick ATK,Double Team DEF,Run Away / Flash Fire,279,142,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
298,Azumarill 2,Azumarill,2,Adamant,Shell Bell,Mega Kick,Brick Break,Iron Tail,Dig,Mega Kick ATK,Brick Break ATK,Iron Tail ATK,Dig ATK,Thick Fat / Huge Power,136,70,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
299,Sudowoodo 2,Sudowoodo,2,Hardy,Focus Band,Mega Kick,Earthquake,Low Kick,Selfdestruct,Mega Kick ATK,Earthquake ATK,Low Kick ATK,Selfdestruct ATK,Sturdy / Rock Head,96,50,0.61,0.07,0.32,0.61,0.07,0.32,1,4,0,0,0,0,0,1,0.195,0,0.195,0.195,0,0.195,0.61,0,0,0.61,0,0
300,Magcargo 2,Magcargo,2,Quiet,Quick Claw,Overheat,Earthquake,Rock Slide,Body Slam,Overheat ATK,Earthquake ATK,Rock Slide ATK,Body Slam ATK,Magma Armor / Flame Body,86,45,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
301,Pupitar 2,Pupitar,2,Hardy,Scope Lens,Earthquake,Rock Slide,Crunch,Scary Face,Earthquake ATK,Rock Slide ATK,Crunch ATK,Scary Face SPT,Shed Skin,138,71,0.61,0.07,0.32,0.61,0.07,0.32,1,3,0,0,1,1,0,2,0.035,0,0.035,0.035,0,0.035,0.61,0,0.32,0.61,0,0.32
302,Sealeo 2,Sealeo,2,Quiet,Sitrus Berry,Ice Beam,Surf,Body Slam,Hail,Ice Beam ATK,Surf ATK,Body Slam ATK,Hail DEF,Thick Fat,113,58,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
303,Raticate 2,Raticate,2,Adamant,Focus Band,Super Fang,Hyper Fang,Shadow Ball,Scary Face,Super Fang ATK,Hyper Fang ATK,Shadow Ball ATK,Scary Face SPT,Run Away / Guts,293,149,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
304,Masquerain 2,Masquerain,2,Quiet,Lax Incense,Hydro Pump,Ice Beam,Giga Drain,Stun Spore,Hydro Pump ATK,Ice Beam ATK,Giga Drain ATK,Stun Spore SPT,Intimidate,140,72,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
305,Furret 2,Furret,2,Adamant,Choice Band,Trick,Frustration,Shadow Ball,Follow Me,Trick SPT,Frustration ATK,Shadow Ball ATK,Follow Me DEF,Run Away / Keen Eye,279,142,0.38,0.31,0.31,0.7,0.15,0.15,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.38,0.31,0.31,0.7,0.15,0.15
306,Dunsparce 2,Dunsparce,2,Quiet,Lax Incense,Ice Beam,Rock Tomb,Bite,Shadow Ball,Ice Beam ATK,Rock Tomb ATK,Bite ATK,Shadow Ball ATK,Serene Grace / Run Away,113,58,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
307,Dragonair 2,Dragonair,2,Adamant,Chesto Berry,Return,Rest,Thunder Wave,Dragon Dance,Return ATK,Rest DEF,Thunder Wave SPT,Dragon Dance DEF,Shed Skin,176,90,0.38,0.31,0.31,0.7,0.15,0.15,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.38,0.31,0.31,0.7,0.15,0.15
308,Mightyena 2,Mightyena,2,Quirky,King's Rock,Crunch,Shadow Ball,Frustration,Scary Face,Crunch ATK,Shadow Ball ATK,Frustration ATK,Scary Face SPT,Intimidate,176,90,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
309,Linoone 2,Linoone,2,Jolly,Choice Band,Trick,Frustration,Thunder Wave,Sand-Attack,Trick SPT,Frustration ATK,Thunder Wave SPT,Sand-Attack SPT,Pickup,328,167,0.35,0.05,0.6,0.35,0.6,0.05,1,1,0,0,1,3,0,2,0.025,0,0.025,0.3,0,0.3,0.35,0,0.6,0.35,0,0.05
310,Castform 2,Castform,2,Modest,Lax Incense,Thunderbolt,Flamethrower,Ice Beam,Water Pulse,Thunderbolt ATK,Flamethrower ATK,Ice Beam ATK,Water Pulse ATK,Forecast,176,90,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
311,Shelgon 2,Shelgon,2,Hardy,Focus Band,Frustration,Dragon Dance,Crunch,Scary Face,Frustration ATK,Dragon Dance DEF,Crunch ATK,Scary Face SPT,Rock Head,136,70,0.61,0.07,0.32,0.61,0.07,0.32,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.61,0.07,0.32,0.61,0.07,0.32
312,Metang 2,Metang,2,Quirky,Focus Band,Meteor Mash,Psychic,Body Slam,Scary Face,Meteor Mash ATK,Psychic ATK,Body Slam ATK,Scary Face SPT,Clear Body,136,70,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
313,Wigglytuff 2,Wigglytuff,2,Docile,Sitrus Berry,Fake Tears,Sing,Dream Eater,Brick Break,Fake Tears SPT,Sing SPT,Dream Eater ATK,Brick Break ATK,Cute Charm,126,65,0.56,0.22,0.22,0.56,0.22,0.22,1,2,0,0,1,2,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
314,Sunflora 2,Sunflora,2,Quiet,Leftovers,Giga Drain,GrassWhistle,Growth,Double Team,Giga Drain ATK,GrassWhistle SPT,Growth DEF,Double Team DEF,Chlorophyll,86,45,0.56,0.22,0.22,0.56,0.22,0.22,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
315,Chimecho 2,Chimecho,2,Quiet,TwistedSpoon,Psychic,Hypnosis,Dream Eater,Heal Bell,Psychic ATK,Hypnosis SPT,Dream Eater ATK,Heal Bell DEF,Levitate,149,76,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.56,0.22,0.22,0.56,0.22,0.22
316,Gligar 2,Gligar,2,Adamant,Quick Claw,Earthquake,Aerial Ace,Guillotine,Screech,Earthquake ATK,Aerial Ace ATK,Guillotine ATK,Screech SPT,Hyper Cutter / Sand Veil,206,105,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
317,Qwilfish 2,Qwilfish,2,Adamant,Focus Band,Revenge,Sludge Bomb,Shadow Ball,Destiny Bond,Revenge ATK,Sludge Bomb ATK,Shadow Ball ATK,Destiny Bond DEF,Poison Point / Swift Swim,206,105,0.38,0.31,0.31,0.7,0.15,0.15,1,3,1,1,0,0,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0.31,0,0.7,0.15,0
318,Sneasel 2,Sneasel,2,Jolly,King's Rock,Crush Claw,Brick Break,Aerial Ace,Screech,Crush Claw ATK,Brick Break ATK,Aerial Ace ATK,Screech SPT,Inner Focus / Keen Eye,338,172,0.35,0.05,0.6,0.35,0.6,0.05,1,3,0,0,1,1,0,2,0.025,0,0.025,0.3,0,0.3,0.35,0,0.6,0.35,0,0.05
319,Pelipper 2,Pelipper,2,Quiet,Shell Bell,Surf,Blizzard,Aerial Ace,Protect,Surf ATK,Blizzard ATK,Aerial Ace ATK,Protect DEF,Keen Eye,149,76,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
320,Swellow 2,Swellow,2,Adamant,King's Rock,Facade,Aerial Ace,Pursuit,Double Team,Facade ATK,Aerial Ace ATK,Pursuit ATK,Double Team DEF,Guts,286,145,0.38,0.31,0.31,0.7,0.15,0.15,1,3,1,1,0,0,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0.31,0,0.7,0.15,0
321,Lairon 2,Lairon,2,Sassy,Sitrus Berry,Earthquake,Iron Tail,Roar,Protect,Earthquake ATK,Iron Tail ATK,Roar SPT,Protect DEF,Sturdy / Rock Head,104,54,0.88,0.06,0.06,0.22,0.2,0.58,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.88,0.06,0.06,0.22,0.2,0.58
322,Tangela 2,Tangela,2,Calm,Chesto Berry,Giga Drain,Stun Spore,Rest,Amnesia,Giga Drain ATK,Stun Spore SPT,Rest DEF,Amnesia DEF,Chlorophyll,156,80,0.4,0.5,0.1,0.25,0.62,0.13,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.4,0.5,0.1,0.25,0.62,0.13
323,Arbok 2,Arbok,2,Adamant,Lum Berry,Sludge Bomb,Earthquake,Iron Tail,Glare,Sludge Bomb ATK,Earthquake ATK,Iron Tail ATK,Glare SPT,Intimidate / Shed Skin,196,100,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
324,Persian 2,Persian,2,Quirky,Silk Scarf,Frustration,Shadow Ball,Roar,Fake Out,Frustration ATK,Shadow Ball ATK,Roar SPT,Fake Out ATK,Limber,266,135,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
325,Seadra 2,Seadra,2,Docile,Shell Bell,Hydro Pump,Frustration,DragonBreath,Dragon Dance,Hydro Pump ATK,Frustration ATK,DragonBreath ATK,Dragon Dance DEF,Poison Point,206,105,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
326,Kecleon 2,Kecleon,2,Docile,Choice Band,Trick,Brick Break,Shadow Ball,Skill Swap,Trick SPT,Brick Break ATK,Shadow Ball ATK,Skill Swap SPT,Color Change,116,60,0.56,0.22,0.22,0.56,0.22,0.22,1,2,0,0,1,2,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
327,Vigoroth 2,Vigoroth,2,Adamant,Salac Berry,Crush Claw,Reversal,Endure,Shadow Ball,Crush Claw ATK,Reversal ATK,Endure DEF,Shadow Ball ATK,Vital Spirit,216,110,0.38,0.31,0.31,0.7,0.15,0.15,1,3,1,1,0,0,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0.31,0,0.7,0.15,0
328,Lunatone 2,Lunatone,2,Quiet,Lax Incense,Psychic,Ice Beam,Cosmic Power,Calm Mind,Psychic ATK,Ice Beam ATK,Cosmic Power DEF,Calm Mind DEF,Levitate,158,81,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,2,0,0,0,2,0.055,0.055,0.11,0.055,0.055,0.11,0.56,0.22,0,0.56,0.22,0
329,Solrock 2,Solrock,2,Hardy,White Herb,Earthquake,Rock Slide,Cosmic Power,Overheat,Earthquake ATK,Rock Slide ATK,Cosmic Power DEF,Overheat ATK,Levitate,176,90,0.61,0.07,0.32,0.61,0.07,0.32,1,3,1,1,0,0,0,2,0.16,0,0.16,0.16,0,0.16,0.61,0.07,0,0.61,0.07,0
330,Noctowl 2,Noctowl,2,Quiet,Persim Berry,Psychic,Faint Attack,Aerial Ace,Reflect,Psychic ATK,Faint Attack ATK,Aerial Ace ATK,Reflect DEF,Insomnia / Keen Eye,158,81,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
331,Sandslash 2,Sandslash,2,Adamant,Quick Claw,Earthquake,Rock Slide,Crush Claw,Sandstorm,Earthquake ATK,Rock Slide ATK,Crush Claw ATK,Sandstorm DEF,Sand Veil,166,85,0.38,0.31,0.31,0.7,0.15,0.15,1,3,1,1,0,0,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0.31,0,0.7,0.15,0
332,Venomoth 2,Venomoth,2,Docile,Lum Berry,Signal Beam,Psychic,Sludge Bomb,Giga Drain,Signal Beam ATK,Psychic ATK,Sludge Bomb ATK,Giga Drain ATK,Shield Dust,279,142,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
333,Chansey 2,Chansey,2,Relaxed,Leftovers,Seismic Toss,Shadow Ball,Double Team,Softboiled,Seismic Toss ATK,Shadow Ball ATK,Double Team DEF,Softboiled DEF,Natural Cure / Serene Grace,122,63,0.25,0.15,0.6,0.75,0.15,0.1,1,2,1,2,0,0,0,2,0.15,0.15,0.3,0.025,0.025,0.05,0.25,0.15,0,0.75,0.15,0
334,Seaking 2,Seaking,2,Impish,Quick Claw,Horn Drill,Megahorn,Sleep Talk,Rest,Horn Drill ATK,Megahorn ATK,Sleep Talk SPT,Rest DEF,Swift Swim / Water Veil,172,88,0.69,0.06,0.25,0.28,0.55,0.17,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.69,0.06,0.25,0.28,0.55,0.17
335,Jumpluff 2,Jumpluff,2,Bold,Leftovers,Leech Seed,Sleep Powder,Giga Drain,Double Team,Leech Seed SPT,Sleep Powder SPT,Giga Drain ATK,Double Team DEF,Chlorophyll,256,130,0.3,0.2,0.5,0.32,0.58,0.1,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.3,0.2,0.5,0.32,0.58,0.1
336,Piloswine 2,Piloswine,2,Adamant,Shell Bell,Earthquake,Rock Slide,Body Slam,Roar,Earthquake ATK,Rock Slide ATK,Body Slam ATK,Roar SPT,Oblivious,136,70,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
337,Golbat 2,Golbat,2,Adamant,Scope Lens,Sludge Bomb,Shadow Ball,Confuse Ray,Air Cutter,Sludge Bomb ATK,Shadow Ball ATK,Confuse Ray SPT,Air Cutter ATK,Inner Focus,216,110,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
338,Primeape 2,Primeape,2,Quirky,Scope Lens,Cross Chop,Rock Tomb,Overheat,Bulk Up,Cross Chop ATK,Rock Tomb ATK,Overheat ATK,Bulk Up DEF,Vital Spirit,226,115,0.56,0.22,0.22,0.56,0.22,0.22,1,3,1,1,0,0,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0.22,0,0.56,0.22,0
339,Hitmonlee 2,Hitmonlee,2,Adamant,Lax Incense,Mega Kick,Brick Break,Foresight,Rock Tomb,Mega Kick ATK,Brick Break ATK,Foresight SPT,Rock Tomb ATK,Limber,210,107,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
340,Hitmonchan 2,Hitmonchan,2,Adamant,King's Rock,DynamicPunch,Mach Punch,Detect,Counter,DynamicPunch ATK,Mach Punch ATK,Detect DEF,Counter SPT,Keen Eye,188,96,0.38,0.31,0.31,0.7,0.15,0.15,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.38,0.31,0.31,0.7,0.15,0.15
341,Girafarig 2,Girafarig,2,Modest,Lum Berry,Psychic,Crunch,Baton Pass,Agility,Psychic ATK,Crunch ATK,Baton Pass DEF,Agility DEF,Inner Focus / Early Bird,206,105,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,2,0,0,0,2,0.05,0.05,0.1,0.015,0.015,0.03,0.35,0.45,0,0.34,0.6,0
342,Hitmontop 2,Hitmontop,2,Adamant,Focus Band,Double-Edge,Seismic Toss,Rock Slide,Counter,Double-Edge ATK,Seismic Toss ATK,Rock Slide ATK,Counter SPT,Intimidate,176,90,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
343,Banette 2,Banette,2,Adamant,Lax Incense,Shadow Ball,Frustration,Screech,Will-O-Wisp,Shadow Ball ATK,Frustration ATK,Screech SPT,Will-O-Wisp SPT,Insomnia,166,85,0.38,0.31,0.31,0.7,0.15,0.15,1,2,0,0,1,2,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
344,Ninjask 2,Ninjask,2,Quirky,Focus Band,Slash,Shadow Ball,Swords Dance,Baton Pass,Slash ATK,Shadow Ball ATK,Swords Dance DEF,Baton Pass DEF,Speed Boost,356,180,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,2,0,0,0,2,0.055,0.055,0.11,0.055,0.055,0.11,0.56,0.22,0,0.56,0.22,0
345,Seviper 2,Seviper,2,Quirky,Quick Claw,Sludge Bomb,Earthquake,Crunch,Giga Drain,Sludge Bomb ATK,Earthquake ATK,Crunch ATK,Giga Drain ATK,Shed Skin,166,85,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
346,Zangoose 2,Zangoose,2,Adamant,Scope Lens,Crush Claw,Shadow Ball,Brick Break,Aerial Ace,Crush Claw ATK,Shadow Ball ATK,Brick Break ATK,Aerial Ace ATK,Immunity,279,142,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
347,Camerupt 2,Camerupt,2,Quirky,Lax Incense,Earthquake,Eruption,Body Slam,Scary Face,Earthquake ATK,Eruption ATK,Body Slam ATK,Scary Face SPT,Magma Armor,116,60,0.56,0.22,0.22,0.56,0.22,0.22,1,3,0,0,1,1,0,2,0.11,0,0.11,0.11,0,0.11,0.56,0,0.22,0.56,0,0.22
348,Sharpedo 2,Sharpedo,2,Quirky,Scope Lens,Double-Edge,Crunch,Earthquake,Surf,Double-Edge ATK,Crunch ATK,Earthquake ATK,Surf ATK,Rough Skin,268,136,0.56,0.22,0.22,0.56,0.22,0.22,1,4,0,0,0,0,0,1,0.22,0,0.22,0.22,0,0.22,0.56,0,0,0.56,0,0
349,Tropius 2,Tropius,2,Quiet,Focus Band,SolarBeam,Sunny Day,Synthesis,Body Slam,SolarBeam ATK,Sunny Day DEF,Synthesis DEF,Body Slam ATK,Chlorophyll,124,64,0.56,0.22,0.22,0.56,0.22,0.22,1,2,1,2,0,0,0,2,0.055,0.055,0.11,0.055,0.055,0.11,0.56,0.22,0,0.56,0.22,0
350,Magneton 2,Magneton,2,Hardy,Lum Berry,Thunder,Rain Dance,Thunder Wave,Metal Sound,Thunder ATK,Rain Dance DEF,Thunder Wave SPT,Metal Sound SPT,Magnet Pull / Sturdy,176,90,0.61,0.07,0.32,0.61,0.07,0.32,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0.61,0.07,0.32,0.61,0.07,0.32
351,Mantine 2,Mantine,2,Modest,Shell Bell,Surf,Ice Beam,Rain Dance,Confuse Ray,Surf ATK,Ice Beam ATK,Rain Dance DEF,Confuse Ray SPT,Swift Swim / Water Absorb,176,90,0.35,0.45,0.2,0.34,0.6,0.06,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.35,0.45,0.2,0.34,0.6,0.06
352,Stantler 2,Stantler,2,Adamant,Lax Incense,Frustration,Shadow Ball,Thunder Wave,Confuse Ray,Frustration ATK,Shadow Ball ATK,Thunder Wave SPT,Confuse Ray SPT,Intimidate,269,137,0.38,0.31,0.31,0.7,0.15,0.15,1,2,0,0,1,2,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
353,Absol 2,Absol,2,Adamant,Choice Band,Double-Edge,Shadow Ball,Aerial Ace,Iron Tail,Double-Edge ATK,Shadow Ball ATK,Aerial Ace ATK,Iron Tail ATK,Pressure,249,127,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
354,Swalot 2,Swalot,2,Adamant,Leftovers,Sludge Bomb,Shadow Ball,Body Slam,Counter,Sludge Bomb ATK,Shadow Ball ATK,Body Slam ATK,Counter SPT,Liquid Ooze / Sticky Hold,146,75,0.38,0.31,0.31,0.7,0.15,0.15,1,3,0,0,1,1,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0,0.31,0.7,0,0.15
355,Crawdaunt 2,Crawdaunt,2,Adamant,Quick Claw,Guillotine,Frustration,AncientPower,Aerial Ace,Guillotine ATK,Frustration ATK,AncientPower ATK,Aerial Ace ATK,Hyper Cutter / Shell Armor,146,75,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
356,Pidgeot 2,Pidgeot,2,Adamant,Scope Lens,Return,Aerial Ace,Steel Wing,Mud-Slap,Return ATK,Aerial Ace ATK,Steel Wing ATK,Mud-Slap ATK,Keen Eye,281,143,0.38,0.31,0.31,0.7,0.15,0.15,1,4,0,0,0,0,0,1,0.31,0,0.31,0.15,0,0.15,0.38,0,0,0.7,0,0
357,Grumpig 2,Grumpig,2,Modest,Lum Berry,Psychic,Ice Punch,ThunderPunch,Fire Punch,Psychic ATK,Ice Punch ATK,ThunderPunch ATK,Fire Punch ATK,Thick Fat / Own Tempo,196,100,0.35,0.45,0.2,0.34,0.6,0.06,1,4,0,0,0,0,0,1,0.325,0,0.325,0.33,0,0.33,0.35,0,0,0.34,0,0
358,Torkoal 2,Torkoal,2,Sassy,White Herb,Overheat,Body Slam,SmokeScreen,Protect,Overheat ATK,Body Slam ATK,SmokeScreen SPT,Protect DEF,White Smoke,68,36,0.88,0.06,0.06,0.22,0.2,0.58,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.88,0.06,0.06,0.22,0.2,0.58
359,Kingler 2,Kingler,2,Adamant,Salac Berry,Guillotine,Rock Tomb,Flail,Endure,Guillotine ATK,Rock Tomb ATK,Flail ATK,Endure DEF,Hyper Cutter / Shell Armor,186,95,0.38,0.31,0.31,0.7,0.15,0.15,1,3,1,1,0,0,0,2,0.155,0,0.155,0.075,0,0.075,0.38,0.31,0,0.7,0.15,0
360,Cacturne 2,Cacturne,2,Hardy,Persim Berry,Mega Kick,Teeter Dance,Faint Attack,Sandstorm,Mega Kick ATK,Teeter Dance SPT,Faint Attack ATK,Sandstorm DEF,Sand Veil,146,75,0.61,0.07,0.32,0.61,0.07,0.32,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0.61,0.07,0.32,0.61,0.07,0.32
361,Bellossom 2,Bellossom,2,Modest,BrightPowder,SolarBeam,Attract,Sunny Day,Synthesis,SolarBeam ATK,Attract SPT,Sunny Day DEF,Synthesis DEF,Chlorophyll,136,70,0.35,0.45,0.2,0.34,0.6,0.06,1,1,1,2,1,1,1,3,0,0,0,0,0,0,0.35,0.45,0.2,0.34,0.6,0.06
